,Book_name,writers,rating,description,url,num_ratings,num_reviews,info_book,publicacion
628,The Psychology of Money,Morgan Housel,4.3,"Doing well with money isn't necessarily about what you know. It's about how you behave. And behavior is hard to teach, even to really smart people. Money--investing, personal finance, and business decisions--is typically taught as a math-based field, where data and formulas tell us exactly what to do. But in the real world people don't make financial decisions on a spreadsheet. They make them at the dinner table, or in a meeting room, where personal history, your own unique view of the world, ego, pride, marketing, and odd incentives are scrambled together. In The Psychology of Money, award-winning author Morgan Housel shares 19 short stories exploring the strange ways people think about money and teaches you how to make better sense of one of life's most important topics.",https://www.goodreads.com/book/show/41881472-the-psychology-of-money,"228,714","15,254","252 pages, Paperback"," First published January 1, 2020"
629,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,4.43,"THE INSTANT #1 NEW YORK TIMES BESTSELLER • A Wall Street Journal Top 10 Book of 2024 • A Washington Post Notable Book • A New York Times Notable Book • The Goodreads Choice Award Nonfiction Book of the Year

A must-read for all parents: the generation-defining investigation into the collapse of youth mental health in the era of smartphones, social media, and big tech—and a plan for a healthier, freer childhood.

“With tenacity and candor, Haidt lays out the consequences that have come with allowing kids to drift further into the virtual world . . . While also offering suggestions and solutions that could help protect a new generation of kids.” —Shannon Carlin, ,i>TIME, 100 Must-Read Books of 2024

After more than a decade of stability or improvement, the mental health of adolescents plunged in the early 2010s. Rates of depression, anxiety, self-harm, and suicide rose sharply, more than doubling on many measures. Why?

In social psychologist Jonathan Haidt lays out the facts about the epidemic of teen mental illness that hit many countries at the same time. He then investigates the nature of childhood, including why children need play and independent exploration to mature into competent, thriving adults. Haidt shows how the “play-based childhood” began to decline in the 1980s, and how it was finally wiped out by the arrival of the “phone-based childhood” in the early 2010s. He presents more than a dozen mechanisms by which this “great rewiring of childhood” has interfered with children’s social and neurological development, covering everything from sleep deprivation to attention fragmentation, addiction, loneliness, social contagion, social comparison, and perfectionism. He explains why social media damages girls more than boys and why boys have been withdrawing from the real world into the virtual world, with disastrous consequences for themselves, their families, and their societies.

Most important, Haidt issues a clear call to action. He diagnoses the “collective action problems” that trap us, and then proposes four simple rules that might set us free. He describes steps that parents, teachers, schools, tech companies, and governments can take to end the epidemic of mental illness and restore a more humane childhood.

Haidt has spent his career speaking truth backed by data in the most difficult landscapes—communities polarized by politics and religion, campuses battling culture wars, and now the public health emergency faced by Gen Z. We cannot afford to ignore his findings about protecting our children—and ourselves—from the psychological damage of a phone-based life.",https://www.goodreads.com/book/show/171681821-the-anxious-generation,"54,246","7,794","385 pages, Hardcover"," First published March 26, 2024"
630,The Perfect Child,Lucinda Berry,4.03,"A page-turning debut of suspense about a young couple desperate to have a child of their own—and the unsettling consequences of getting what they always wanted.

Christopher and Hannah are a happily married surgeon and nurse with picture-perfect lives. All that’s missing is a child. When Janie, an abandoned six-year-old, turns up at their hospital, Christopher forms an instant connection with her, and he convinces Hannah they should take her home as their own.

But Janie is no ordinary child, and her damaged psyche proves to be more than her new parents were expecting. Janie is fiercely devoted to Christopher, but she acts out in increasingly disturbing ways, directing all her rage at Hannah. Unable to bond with Janie, Hannah is drowning under the pressure, and Christopher refuses to see Janie’s true nature.

Hannah knows that Janie is manipulating Christopher and isolating him from her, despite Hannah’s attempts to bring them all together. But as Janie’s behavior threatens to tear Christopher and Hannah apart, the truth behind Janie’s past may be enough to push them all over the edge.",https://www.goodreads.com/book/show/40886917-the-perfect-child,"160,047","15,788","371 pages, Kindle Edition"," First published March 1, 2019"
631,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,4.08,"This is a book about self-sabotage. Why we do it, when we do it, and how to stop doing it—for good. Coexisting but conflicting needs create self-sabotaging behaviors. This is why we resist efforts to change, often until they feel completely futile. But by extracting crucial insight from our most damaging habits, building emotional intelligence by better understanding our brains and bodies, releasing past experiences at a cellular level, and learning to act as our highest potential future selves, we can step out of our own way and into our potential. For centuries, the mountain has been used as a metaphor for the big challenges we face, especially ones that seem impossible to overcome. To scale our mountains, we actually have to do the deep internal work of excavating trauma, building resilience, and adjusting how we show up for the climb. In the end, it is not the mountain we master, but ourselves.",https://www.goodreads.com/book/show/53642699-the-mountain-is-you,"76,272","5,919","250 pages, Kindle Edition"," First published May 28, 2020"
632,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,3.91,"This book is about pleasure. It's also about pain. Most important, it's about how to find the delicate balance between the two, and why now more than ever finding balance is essential. We're living in a time of unprecedented access to high-reward, high-dopamine stimuli: drugs, food, news, gambling, shopping, gaming, texting, sexting, Facebooking, Instagramming, YouTubing, tweeting... The increased numbers, variety, and potency is staggering. The smartphone is the modern-day hypodermic needle, delivering digital dopamine 24/7 for a wired generation. As such we've all become vulnerable to compulsive overconsumption.

In , Dr. Anna Lembke, psychiatrist and author, explores the exciting new scientific discoveries that explain why the relentless pursuit of pleasure leads to pain...and what to do about it. Condensing complex neuroscience into easy-to-understand metaphors, Lembke illustrates how finding contentment and connectedness means keeping dopamine in check. The lived experiences of her patients are the gripping fabric of her narrative. Their riveting stories of suffering and redemption give us all hope for managing our consumption and transforming our lives. In essence, shows that the secret to finding balance is combining the science of desire with the wisdom of recovery.




INSTANT NEW YORK TIMES and LOS ANGELES TIMES BESTSELLER
“Brilliant… riveting, scary, cogent, and cleverly argued.”—Beth Macy, author of Dopesick
As heard on Fresh Air",https://www.goodreads.com/book/show/55723020-dopamine-nation,"55,456","4,760","304 pages, ebook"," First published June 1, 2021"
633,Outlive: The Science & Art of Longevity,"Bill Gifford, Peter Attia",4.36,"#1 NEW YORK TIMES BESTSELLER • A groundbreaking manifesto on living better and longer that challenges the conventional medical thinking on aging and reveals a new approach to preventing chronic disease and extending long-term health, from a visionary physician and leading longevity expert

Wouldn’t you like to live longer? And better? In this operating manual for longevity, Dr. Peter Attia draws on the latest science to deliver innovative nutritional interventions, techniques for optimizing exercise and sleep, and tools for addressing emotional and mental health.

For all its successes, mainstream medicine has failed to make much progress against the diseases of aging that kill most people: heart disease, cancer, Alzheimer’s disease, and type 2 diabetes. Too often, it intervenes with treatments too late to help, prolonging lifespan at the expense of healthspan, or quality of life. Dr. Attia believes we must replace this outdated framework with a personalized, proactive strategy for longevity, one where we take action now, rather than waiting.

This is not “biohacking,” it’s science: a well-founded strategic and tactical approach to extending lifespan while also improving our physical, cognitive, and emotional health. Dr. Attia’s aim is less to tell you what to do and more to help you learn how to think about long-term health, in order to create the best plan for you as an individual. In Outlive, readers will discover:

• Why the cholesterol test at your annual physical doesn’t tell you enough about your actual risk of dying from a heart attack.
• That you may already suffer from an extremely common yet underdiagnosed liver condition that could be a precursor to the chronic diseases of aging.
• Why exercise is the most potent pro-longevity “drug”—and how to begin training for the “Centenarian Decathlon.”
• Why you should forget about diets, and focus instead on nutritional biochemistry, using technology and data to personalize your eating pattern.
• Why striving for physical health and longevity, but ignoring emotional health, could be the ultimate curse of all.

Aging and longevity are far more malleable than we think; our fate is not set in stone. With the right roadmap, you can plot a different path for your life, one that lets you outlive your genes to make each decade better than the one before.",https://www.goodreads.com/book/show/61153739-outlive,"66,091","5,900","496 pages, Hardcover"," First published March 28, 2023"
634,"Thinking, Fast and Slow",Daniel Kahneman,4.17,"In the highly anticipated Thinking, Fast and Slow, Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. Kahneman exposes the extraordinary capabilities—and also the faults and biases—of fast thinking, and reveals the pervasive influence of intuitive impressions on our thoughts and behavior. The impact of loss aversion and overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the challenges of properly framing risks at work and at home, the profound effect of cognitive biases on everything from playing the stock market to planning the next vacation—each of these can be understood only by knowing how the two systems work together to shape our judgments and decisions.

Engaging the reader in a lively conversation about how we think, Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal lives—and how we can use different techniques to guard against the mental glitches that often get us into trouble. will transform the way you think about thinking.",https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow,"528,879","17,804","499 pages, Hardcover"," First published October 25, 2011"
635,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,4.38,"A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing.

Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Dr. Bessel van der Kolk, one of the world's foremost experts on trauma, has spent over three decades working with survivors. In The Body Keeps the Score, he uses recent scientific advances to show how trauma literally reshapes both body and brain, compromising sufferers' capacities for pleasure, engagement, self-control, and trust. He explores innovative treatments—from neurofeedback and meditation to sports, drama, and yoga—that offer new paths to recovery by activating the brain's natural neuroplasticity. Based on Dr. van der Kolk's own research and that of other leading specialists, exposes the tremendous power of our relationships both to hurt and to heal—and offers new hope for reclaiming lives.",https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,"216,961","17,461","464 pages, Hardcover"," First published June 12, 2014"
636,Influence: The Psychology of Persuasion,Robert B. Cialdini,4.22,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""—and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book.

You'll learn the six universal principles, how to use them to become a skilled persuader—and how to defend yourself against them. Perfect for people in all walks of life, the principles of Influence will move you toward profound personal change and act as a driving force for your success.",https://www.goodreads.com/book/show/28815.Influence,"162,036","5,874","320 pages, Paperback"," First published January 1, 1984"
637,Blink: The Power of Thinking Without Thinking,"Malcolm Gladwell, Irina Henegar, Barry Fox",3.96,"Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic, Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.

Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work - in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others?

In we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables.",https://www.goodreads.com/book/show/40102.Blink,"603,853","19,114","296 pages, Paperback"," First published January 11, 2005"
638,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.05,"In his most extraordinary book, Oliver Sacks recounts the stories of patients lost in the bizarre, apparently inescapable world of neurological disorders. These are case studies of people who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people or common objects; whose limbs have become alien; who are afflicted and yet are gifted with uncanny artistic or mathematical talents. In Dr Sacks' splendid and sympathetic telling, each tale is a unique and deeply human study of life struggling against incredible adversity.",https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,"230,531","10,243","243 pages, Paperback"," First published January 1, 1985"
639,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.13,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed.

Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new product called Febreze, on track to be one of the biggest flops in company history. Suddenly, one of them detects a nearly imperceptible pattern—and with a slight shift in advertising, Febreze goes on to earn a billion dollars a year.

An untested CEO takes over one of the largest companies in America. His first order of business is attacking a single pattern among his employees—how they approach worker safety—and soon the firm, Alcoa, becomes the top performer in the Dow Jones.

What do all these people have in common? They achieved success by focusing on the patterns that shape every aspect of our lives.

They succeeded by transforming habits.

In The Power of Habit, award-winning New York Times business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. With penetrating intelligence and an ability to distill vast amounts of information into engrossing narratives, Duhigg brings to life a whole new understanding of human nature and its potential for transformation.

Along the way we learn why some people and companies struggle to change, despite years of trying, while others seem to remake themselves overnight. We visit laboratories where neuroscientists explore how habits work and where, exactly, they reside in our brains. We discover how the right habits were crucial to the success of Olympic swimmer Michael Phelps, Starbucks CEO Howard Schultz, and civil-rights hero Martin Luther King, Jr. We go inside Procter & Gamble, Target superstores, Rick Warren’s Saddleback Church, NFL locker rooms, and the nation’s largest hospitals and see how implementing so-called keystone habits can earn billions and mean the difference between failure and success, life and death.

At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, raising exceptional children, becoming more productive, building revolutionary companies and social movements, and achieving success is understanding how habits work.

Habits aren’t destiny. As Charles Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives.",https://www.goodreads.com/book/show/12609433-the-power-of-habit,"527,475","23,254","375 pages, Hardcover"," First published April 25, 2012"
640,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,4.11,"Psychologist Mihaly Csikszentmihalyi's investigations of ""optimal experience"" have revealed that what makes an experience genuinely satisfying is a state of consciousness called flow. During flow, people typically experience deep enjoyment, creativity, and a total involvement with life. Csikszentmihalyi demonstrates the ways this positive state can be controlled, not just left to chance. Flow: The Psychology of Optimal Experience teaches how, by ordering the information that enters our consciousness, we can discover true happiness, unlock our potential, and greatly improve the quality of our lives.",https://www.goodreads.com/book/show/66354.Flow,"82,890","4,397","303 pages, Paperback"," First published January 1, 1990"
641,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,4.12,"Why do our headaches persist after taking a one-cent aspirin but disappear when we take a 50-cent aspirin?

Why does recalling the Ten Commandments reduce our tendency to lie, even when we couldn't possibly be caught?

Why do we splurge on a lavish meal but cut coupons to save twenty-five cents on a can of soup?

Why do we go back for second helpings at the unlimited buffet, even when our stomachs are already full?

And how did we ever start spending $4.15 on a cup of coffee when, just a few years ago, we used to pay less than a dollar?

When it comes to making decisions in our lives, we think we're in control. We think we're making smart, rational choices. But are we?

In a series of illuminating, often surprising experiments, MIT behavioral economist Dan Ariely refutes the common assumption that we behave in fundamentally rational ways. Blending everyday experience with groundbreaking research, Ariely explains how expectations, emotions, social norms, and other invisible, seemingly illogical forces skew our reasoning abilities.

Not only do we make astonishingly simple mistakes every day, but we make the same ""types"" of mistakes, Ariely discovers. We consistently overpay, underestimate, and procrastinate. We fail to understand the profound effects of our emotions on what we want, and we overvalue what we already own. Yet these misguided behaviors are neither random nor senseless. They're systematic and predictable--making us ""predictably"" irrational.

From drinking coffee to losing weight, from buying a car to choosing a romantic partner, Ariely explains how to break through these systematic patterns of thought to make better decisions. ""Predictably Irrational"" will change the way we interact with the world--one small decision at a time.",https://www.goodreads.com/book/show/1713426.Predictably_Irrational,"126,541","6,842","247 pages, Hardcover"," First published February 19, 2008"
642,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.05,"The groundbreaking book that redefines what it means to be smart, with a new introduction by the author.

Everyone knows that high IQ is no guarantee of success, happiness, or virtue, but until Emotional Intelligence, we could only guess why. Daniel Goleman's brilliant report from the frontiers of psychology and neuroscience offers startling new insight into our “two minds”—the rational and the emotional—and how they together shape our destiny.

Drawing on groundbreaking brain and behavioral research, Goleman shows the factors at work when people of high IQ flounder and those of modest IQ do surprisingly well. These factors, which include self-awareness, self-discipline, and empathy, add up to a different way of being smart—and they aren’t fixed at birth. Although shaped by childhood experiences, emotional intelligence can be nurtured and strengthened throughout our adulthood—with immediate benefits to our health, our relationships, and our work. 
 
The twenty-fifth-anniversary edition of Emotional Intelligence could not come at a better time—we spend so much of our time online, more and more jobs are becoming automated and digitized, and our children are picking up new technology faster than we ever imagined. With a new introduction from the author, the twenty-fifth-anniversary edition prepares readers, now more than ever, to reach their fullest potential and stand out from the pack with the help of EI.",https://www.goodreads.com/book/show/26329.Emotional_Intelligence,"125,697","4,740","352 pages, Hardcover"," First published January 1, 1995"
643,Mindset: The New Psychology of Success,Carol S. Dweck,4.1,"A newer edition of this book can be found here.

After decades of research, world-renowned Stanford University psychologist Carol S. Dweck, Ph.D., discovered a simple but groundbreaking idea: the power of mindset. In this brilliant book, she shows how success in school, work, sports, the arts, and almost every area of human endeavor can be dramatically influenced by how we think about our talents and abilities. People with a fixed mindset — those who believe that abilities are fixed — are less likely to flourish than those with a — those who believe that abilities can be developed. Mindset reveals how great parents, teachers, managers, and athletes can put this idea to use to foster outstanding accomplishment.

In this edition, Dweck offers new insights into her now famous and broadly embraced concept. She introduces a phenomenon she calls false growth mindset and guides people toward adopting a deeper, truer growth mindset. She also expands the mindset concept beyond the individual, applying it to the cultures of groups and organizations. With the right mindset, you can motivate those you lead, teach, and love — to transform their lives and your own.",https://www.goodreads.com/book/show/40745.Mindset,"160,138","11,558","276 pages, Hardcover"," First published January 1, 2006"
644,Is She Really Going Out with Him?,Sophie Cousens,4.25,"A hilarious love story about a disillusioned divorcée who agrees to let her children play matchmaker.

Columnist Anna Appleby has left her love life behind after a painful divorce. Who needs a man when she has two kids, a cat, and uncontested control of the TV remote? Besides, she’d rather be single than subject herself to the hell of online dating. But her office rival is vying for her column, and no column means no stable source of income. In a desperate attempt to keep her job, Anna finds herself pitching a unique angle: seven dates, all found offline, chosen by her children.

From awkward encounters to unexpected connections, Anna gamely begins to put herself out there, asking out waiters, the mailman, and even her celebrity crush. But when a romantic connection appears where she least expected it, will she be brave enough to take another chance on love?",https://www.goodreads.com/book/show/208894884-is-she-really-going-out-with-him,"4,856","1,443","368 pages, Paperback"," First published November 19, 2024"
645,Cruel Winter with You,Ali Hazelwood,3.75,"For two former childhood friends, a blustery winter storm stirs some frosty—and scorching—memories in a delightful short story by #1 New York Times bestselling author Ali Hazelwood.

All newly minted pediatrician Jamie Malek wants is to borrow a roasting pan for Christmas dinner. Unfortunately, that requires her to interact with Marc—her best friend’s troublemaking brother, who’s now a tech billionaire. He’s the one who got away. She’s the one who broke his heart. Outside, a howling blizzard. Inside, a crackling fire. Suddenly, being snowbound with the man she never expected to see again might not be such a bad way to spend a winter’s night.

Ali Hazelwood’s is part of , a stirring collection of December romances that thrill and tingle all the way. They can be read or listened to in one swoony sitting.",https://www.goodreads.com/book/show/220389458-cruel-winter-with-you,"64,736","8,199","73 pages, Kindle Edition"," First published November 12, 2024"
646,Merry Ever After,Tessa Bailey,2.84,"A single mother working in a thrift store. A gentle giant farmer who can’t find jeans that fit. When opposites attract, they find themselves making alterations in more ways than one in this smoking-hot short story by #1 New York Times bestselling author Tessa Bailey.

Evie Crowe is starting over in a strange town with her newborn, and men are the furthest thing from her mind. If only the quiet, hulking farmer, Luke Ward, would stop coming into the thrift shop and piquing her reluctant interest. Evie wants to stay single all the way—she can’t trust anything more than friends-with-holiday-benefits. But Luke is in it for the long haul. He’s fixed on making this a Christmas Evie will remember forever. If she gives him a chance.

Tessa Bailey’s is part of , a stirring collection of December romances that thrill and tingle all the way. They can be read or listened to in one swoony sitting.",https://www.goodreads.com/book/show/220389465-merry-ever-after,"39,052","5,143","59 pages, Kindle Edition"," First published November 12, 2024"
647,All by My Elf,Olivia Dade,2.64,"Secret crushes, spicy Christmas treats, heinous holiday traffic, and a fateful snowstorm bring good friends together in a funny, heartfelt short story by bestselling author Olivia Dade.

Nina and William are underpaid adjunct professors at the same university, where winter break is no break at all: ’tis the season to make extra money. When their holiday side hustle has them stranded by a blinding blizzard in the middle of nowhere, there’s nothing to do but cuddle up for warmth and play a game of Never Have I Ever to pass the time. But in the game of love, secrets never stay secret for long…

Olivia Dade’s is part of , a stirring collection of December romances that thrill and tingle all the way. They can be read or listened to in one swoony sitting.",https://www.goodreads.com/book/show/220389455-all-by-my-elf,"25,426","2,655","55 pages, Kindle Edition"," First published November 12, 2024"
648,Merriment and Mayhem,Alexandria Bellefleur,3.36,"This Christmas, a hot fireman makes a holiday rescue and sparks fly in this funny, sexy holiday short story by bestselling author Alexandria Bellefleur.

When Everleigh Dangerfield’s baking disaster necessitates a call to 911, firefighter Griffin Brantley douses the flames in the kitchen, but the ones he stokes in Everleigh are an entirely different story. Unfortunately, Everleigh’s only visiting and doesn’t do casual hookups, no matter how smoldering the temptation. But Everleigh’s holiday mishaps have just begun. And Griffin is seemingly always on call. If Everleigh is game for a change of plans, he can give her the merriest Christmas of her life.

Alexandria Bellefleur’s is part of , a stirring collection of December romances that thrill and tingle all the way. They can be read or listened to in one swoony sitting.",https://www.goodreads.com/book/show/220389457-merriment-and-mayhem,"23,302","2,501","58 pages, Kindle Edition"," First published November 12, 2024"
649,Only Santas in the Building,Alexis Daria,3.42,"It’s beginning to look a lot like Christmas, especially for a comic book illustrator whose late-night fantasies become real in a festive and flirty short story by bestselling author Alexis Daria.

All Evie Cruz wants for Christmas is a nap. And maybe some ornaments for her naked Christmas tree. And while she’s making a list, she wouldn’t mind unwrapping her sexy upstairs neighbor like a present. Luckily, the building’s Santa-themed party and a surprise sprig of mistletoe give her just the opening she needs to make all her wishes come true.

Alexis Daria’s is part of , a stirring collection of December romances that thrill and tingle all the way. They can be read or listened to in one swoony sitting.",https://www.goodreads.com/book/show/220389090-only-santas-in-the-building,"20,113","1,983","65 pages, Kindle Edition"," First published November 12, 2024"
650,Funny Story,Emily Henry,4.24,"A shimmering, joyful new novel about a pair of opposites with the wrong thing in common.

Daphne always loved the way her fiancé Peter told their story. How they met (on a blustery day), fell in love (over an errant hat), and moved back to his lakeside hometown to begin their life together. He really was good at telling it…right up until the moment he realized he was actually in love with his childhood best friend Petra.

Which is how Daphne begins her new story: Stranded in beautiful Waning Bay, Michigan, without friends or family but with a dream job as a children’s librarian (that barely pays the bills), and proposing to be roommates with the only person who could possibly understand her predicament: Petra’s ex, Miles Nowak.

Scruffy and chaotic—with a penchant for taking solace in the sounds of heart break love ballads—Miles is exactly the opposite of practical, buttoned up Daphne, whose coworkers know so little about her they have a running bet that she’s either FBI or in witness protection. The roommates mainly avoid one another, until one day, while drowning their sorrows, they form a tenuous friendship and a plan. If said plan also involves posting deliberately misleading photos of their summer adventures together, well, who could blame them?

But it’s all just for show, of course, because there’s no way Daphne would actually start her new chapter by falling in love with her ex-fiancé’s new fiancée’s ex…right?",https://www.goodreads.com/book/show/194802722-funny-story,"722,617","100,088","400 pages, Kindle Edition"," First published April 23, 2024"
651,Reckless,Lauren Roberts,4.07,"The kingdom of Ilya is in turmoil…

After surviving the Purging Trials, Ordinary-born Paedyn Gray has killed the King, and kickstarted a Resistance throughout the land. Now she’s running from the one person she had wanted to run to.

Kai Azer is now Ilya’s Enforcer, loyal to his brother Kitt, the new King. He has vowed to find Paedyn and bring her to justice.

Across the deadly Scorches, and deep into the hostile city of Dor, Kai pursues the one person he wishes he didn’t have to. But in a city without Elites, the balance between the hunter and hunted shifts – and the battle between duty and desire is deadly.

Be swept away by this kiss-or-kill romantasy trilogy taking the world by storm.",https://www.goodreads.com/book/show/183086339-reckless,"256,500","46,374","396 pages, Kindle Edition"," First published July 2, 2024"
652,The Wedding People,Alison Espach,4.17,"A NEW YORK TIMES BESTSELLER
A Today Show #ReadwithJenna Book Club Pick

A propulsive and uncommonly wise novel about one unexpected wedding guest and the surprising people who help her start anew.

It’s a beautiful day in Newport, Rhode Island, when Phoebe Stone arrives at the grand Cornwall Inn wearing a green dress and gold heels, not a bag in sight, alone. She's immediately mistaken by everyone in the lobby for one of the wedding people, but she’s actually the only guest at the Cornwall who isn’t here for the big event. Phoebe is here because she’s dreamed of coming for years—she hoped to shuck oysters and take sunset sails with her husband, only now she’s here without him, at rock bottom, and determined to have one last decadent splurge on herself. Meanwhile, the bride has accounted for every detail and every possible disaster the weekend might yield except for, well, Phoebe and Phoebe's plan—which makes it that much more surprising when the two women can’t stop confiding in each other.

In turns absurdly funny and devastatingly tender, Alison Espach’s is ultimately an incredibly nuanced and resonant look at the winding paths we can take to places we never imagined—and the chance encounters it sometimes takes to reroute us.",https://www.goodreads.com/book/show/198902277-the-wedding-people,"132,528","17,012","384 pages, Hardcover"," First published July 30, 2024"
653,Beach Read,Emily Henry,4.0,"A romance writer who no longer believes in love and a literary writer stuck in a rut engage in a summer-long challenge that may just upend everything they believe about happily ever afters.

Augustus Everett is an acclaimed author of literary fiction. January Andrews writes bestselling romance. When she pens a happily ever after, he kills off his entire cast.

They’re polar opposites.

In fact, the only thing they have in common is that for the next three months, they’re living in neighboring beach houses, broke, and bogged down with writer’s block.

Until, one hazy evening, one thing leads to another and they strike a deal designed to force them out of their creative ruts: Augustus will spend the summer writing something happy, and January will pen the next Great American Novel. She’ll take him on field trips worthy of any rom-com montage, and he’ll take her to interview surviving members of a backwoods death cult (obviously). Everyone will finish a book and no-one will fall in love. Really.",https://www.goodreads.com/book/show/52867387-beach-read,"1,335,530","138,640","361 pages, Paperback"," First published May 19, 2020"
654,"Red, White & Royal Blue",Casey McQuiston,4.07,"First Son Alex Claremont-Diaz is the closest thing to a prince this side of the Atlantic. With his intrepid sister and the Veep’s genius granddaughter, they’re the White House Trio, a beautiful millennial marketing strategy for his mother, President Ellen Claremont. International socialite duties do have downsides—namely, when photos of a confrontation with his longtime nemesis Prince Henry at a royal wedding leak to the tabloids and threaten American/British relations. The plan for damage control: staging a fake friendship between the First Son and the Prince.

As President Claremont kicks off her reelection bid, Alex finds himself hurtling into a secret relationship with Henry that could derail the campaign and upend two nations. What is worth the sacrifice? How do you do all the good you can do? And, most importantly, how will history remember you?",https://www.goodreads.com/book/show/41150487-red-white-royal-blue,"1,090,918","120,347","448 pages, Paperback"," First published May 14, 2019"
655,Book Lovers,Emily Henry,4.12,"One summer. Two rivals. A plot twist they didn't see coming....

Nora Stephens’ life is books—she’s read them all—and she is not that type of heroine. Not the plucky one, not the laidback dream girl, and especially not the sweetheart. In fact, the only people Nora is a heroine for are her clients, for whom she lands enormous deals as a cutthroat literary agent, and her beloved little sister Libby.

Which is why she agrees to go to Sunshine Falls, North Carolina for the month of August when Libby begs her for a sisters’ trip away—with visions of a small-town transformation for Nora, who she’s convinced needs to become the heroine in her own story. But instead of picnics in meadows, or run-ins with a handsome country doctor or bulging-forearmed bartender, Nora keeps bumping into Charlie Lastra, a bookish brooding editor from back in the city. It would be a meet-cute if not for the fact that they’ve met many times and it’s never been cute.

If Nora knows she’s not an ideal heroine, Charlie knows he’s nobody’s hero, but as they are thrown together again and again—in a series of coincidences no editor worth their salt would allow—what they discover might just unravel the carefully crafted stories they’ve written about themselves.",https://www.goodreads.com/book/show/58690308-book-lovers,"1,260,142","143,539","377 pages, Hardcover"," First published May 3, 2022"
